Gender,Business,Age,Salary,Dependancies,Months,Calls,Type,Billing,Unit_Sales,Total_Sales,Rating,Bonus,BasePay,Unit_Price,Volume,openingbalance,closingbalance,low
Female,0,24,79886.06,No,42,Yes,One year,Yes,60.15,2421.6,No,9542.58,130481.59,15.300001,7407200,5.992141454,5.93320275,5.897839293
Male,0,52,141959.11,No,23,Yes,One year,Yes,99.95,2292.75,No,1412.95,152310.49,66,7187600,16.28000075,16.4624995,16.26250075
Male,0,34,66680.77,No,8,Yes,Month-to-month,No,70.7,553.4,No,12805.08,139654.2,57.960162,4750900,51.42736366,52.18630817,51.24666546
Male,0,40,98640.15,No,66,Yes,One year,Yes,54.8,3465.7,No,8814.87,100339.83,47.499998,4111600,42.65103787,42.47069071,42.11000721
Male,0,33,142797.5,No,24,Yes,Month-to-month,Yes,49.55,1210.4,Yes,10000,143592.81,25.24,3200800,24.790001,24.91,24.73
Male,1,48,163581.67,No,24,Yes,Month-to-month,No,54.8,1291.3,No,2196.39,88062.03,53.029999,3161500,53.009998,52.549999,52.110001
Male,0,25,163221.22,No,69,Yes,One year,Yes,78.6,5356.45,Yes,33085.16,112973.21,33.529999,5373000,33.240002,33.27,32.990002
Female,0,39,12440.44,No,53,Yes,One year,Yes,100.3,5200.8,No,23189.24,130351,52.34,2001100,51.540001,52.189999,51.400002
Female,0,36,145551.6,No,60,No,Two year,No,53.6,3237.05,No,7310.42,122405,49.290001,4732000,49.290001,49.23,48.110001
Female,0,41,50908.48,No,7,Yes,Month-to-month,Yes,81.1,576.65,Yes,15578.29,105934.64,18.860001,13694800,18.780001,18.51,18.370001
Female,0,26,30149.21,No,20,Yes,One year,Yes,19.35,433.75,No,10893.01,105934.67,15.87,3613200,15.54,15.82,15.33
Female,0,30,57769.2,Yes,23,Yes,Month-to-month,No,85.6,1868.4,No,18025.93,130476.4,27.15,1219300,26.59,27.08,26.35
Male,0,41,156381.47,Yes,72,Yes,Two year,Yes,80.8,5728.55,No,406.6,148519.05,45.510002,1609800,19.92208107,19.7601125,19.62878611
Male,0,33,178123.86,No,11,Yes,Month-to-month,Yes,74.95,825.7,Yes,9362.22,130481.57,39.209999,2520200,39.110001,38.939999,38.720001
Male,0,35,51112.8,No,21,Yes,Two year,No,19.6,390.4,No,18150.67,110242.93,24.610001,30469700,24.459999,24.379999,24.08
Male,1,38,173783.38,No,1,Yes,Month-to-month,Yes,93.55,93.55,Yes,0,153440.35,38.580002,695300,38.220001,38.27,38.150002
Male,1,35,174770.14,No,31,Yes,Month-to-month,Yes,90.7,2845.15,No,7888.43,145523.95,83.630004,4293200,79.60653359,79.52975144,79.04990787
Female,0,37,172063.09,No,57,Yes,Two year,No,69.75,3894.4,No,10610.57,126670.14,31.549999,3674700,30.950001,31.540001,30.75
Female,0,33,155294.17,Yes,45,Yes,Two year,Yes,20,886.4,No,18149.74,126617.7,17.07,3082200,16.83,16.92,16.67
Male,0,30,40320.3,No,10,Yes,Month-to-month,Yes,95.25,1021.55,No,0,153305.04,22.32,1886800,22.24,22.27,22.1
Female,0,69,134260.34,No,58,Yes,Month-to-month,Yes,102.1,5885.4,Yes,9726.45,130457.94,38.310001,2455700,37.650002,38.259998,37.48
Male,0,28,147090.9,Yes,14,Yes,Month-to-month,No,19.95,268.4,No,5408.56,99594.89,44.639999,2377700,44.529999,43.75,43.689999
Male,0,40,132368.47,No,27,Yes,One year,No,80.85,2204.35,No,15551.54,122405,220.5,768700,219.660004,216.130005,214.119995
Female,0,45,164741.5,Yes,14,Yes,Month-to-month,Yes,90.9,1259,Yes,0,153254.28,29.4,1522100,28.559999,29.309999,28.5
Female,0,47,63051.32,Yes,12,No,Month-to-month,No,29.2,309.1,Yes,18180.51,123105,33.389999,1923800,33.290001,32.970001,32.880001
Female,0,41,199761.29,Yes,69,Yes,Two year,Yes,93.3,6398.05,No,28203.92,112421.45,61.380001,10792000,61.349998,60.970001,60.529999
Female,0,54,55725.04,Yes,25,Yes,Month-to-month,Yes,89.15,2257.75,Yes,0,153202.27,18.67,39428000,18.639999,18.530001,18.459999
Male,1,46,163145.5,No,58,Yes,One year,Yes,108.85,6287.25,Yes,0,153202.26,25.639999,2642100,25.41,25.639999,24.92
Female,0,28,57992.49,Yes,35,No,Two year,Yes,46.35,1662.05,No,0,153202.22,60.700001,8972800,60.580002,60.52,60.240002
Female,1,41,193093.77,No,16,Yes,Month-to-month,Yes,84.75,1350.15,Yes,18188.64,123105,17.6,4731300,17.440001,17.549999,17.32
Male,0,36,57531.14,Yes,45,Yes,One year,No,78.75,3600.65,No,13313.9,105934.67,54.900002,973600,53.75,54.669998,53.75
Female,0,29,77242.19,No,17,Yes,Month-to-month,Yes,83.55,1329.15,No,17823.88,130457.98,11.33,19444100,10.62,11.21,10.58
Female,0,60,153046.16,Yes,1,Yes,Month-to-month,Yes,45.7,45.7,Yes,5525.74,111102.91,22,2581900,21.799999,21.24,21.200001
Male,0,49,63405.2,No,22,Yes,One year,No,19.6,422.5,No,21491.07,131668.13,25.84,950500,25.379999,25.719999,25.15
Female,1,44,106564.88,No,1,Yes,Month-to-month,Yes,69.95,69.95,Yes,0,153158.14,49.599998,8905400,48.77,49.529999,48.560001
Male,0,62,42763.12,Yes,67,Yes,Two year,No,67.85,4627.65,No,9099.96,130481.52,57.209999,5700800,53.849998,56.98,53.75
Female,0,34,168753.34,Yes,67,Yes,Two year,Yes,105.65,6717.9,No,1128.8,88062,33.790001,568200,32.779999,33.740002,32.68
Female,0,43,19483.35,No,2,No,Month-to-month,No,44.6,97.1,Yes,18274.28,105934.66,36.709999,686000,36.59,36.689999,36.380001
Male,0,43,158646.46,No,23,Yes,Month-to-month,Yes,74.95,1710.45,Yes,16909.5,130481.52,61.889999,2439600,30.674999,30.9349995,30.4449995
Female,1,58,83172.19,No,9,Yes,Month-to-month,No,75.5,637.4,No,3011.62,149044.65,32.110001,977700,31.99,31.809999,31.59
Female,0,27,76889.79,No,5,Yes,Month-to-month,No,20.15,117.95,No,1200,151888.03,38.240002,601300,38.139999,37.990002,37.740002
Male,0,74,51554.58,No,54,No,Two year,No,45.2,2460.55,No,7159.6,130481.51,54.470001,3068100,53.400002,54.27,52.779999
Female,0,41,105570.39,No,57,Yes,Two year,Yes,95.25,5464.65,Yes,0,153071.47,80.760002,1284100,79.879997,80.190002,78.93
Male,0,29,79495.01,No,24,Yes,Month-to-month,Yes,89.85,2165.05,Yes,0,153070.65,44.5,476800,43.450001,43.66,43.450001
Female,0,32,52583.79,Yes,49,Yes,One year,No,100.45,4941.8,Yes,0,153070.64,22.35,1940800,21.98,22.27,21.860001
Male,0,39,26848.25,No,5,Yes,Month-to-month,No,47.15,223.15,Yes,0,153070.62,81.230003,2105100,80.760002,80.959999,80.589996
Male,0,43,10072.55,No,2,Yes,Month-to-month,Yes,80.2,181.1,Yes,0,153070.61,52.689999,1491400,51.389999,52.349998,50.290001
Female,0,43,187296.78,Yes,4,Yes,Month-to-month,Yes,87.1,341.45,Yes,0,153070.61,49.02,25266300,47.75,48.98,47.549999
Male,0,46,104016.61,Yes,70,Yes,Two year,Yes,79.25,5731.85,No,0,153070.6,40.16,821500,40.16,39.5,39.400002
Male,0,48,151310.16,No,5,Yes,Month-to-month,Yes,75.9,357.75,Yes,0,153070.59,53.450001,8868800,13.2275,13.34749975,13.21500025
Male,0,32,62810.91,Yes,53,Yes,Month-to-month,No,85.7,4616.1,No,0,153070.58,25.719999,3156200,25.469999,25.700001,25.15
Female,0,74,60830.38,No,47,Yes,Month-to-month,Yes,98.75,4533.7,Yes,0,153070.58,25,433900,24.9,24.57,24.25
Female,0,35,116672.02,Yes,31,Yes,One year,No,20.1,589.25,No,0,153070.58,6.22,41430700,5.66,6.17,5.62
Male,0,32,77304.49,Yes,13,Yes,Month-to-month,No,61.8,750.1,No,0,153070.57,29.23,2209300,28.58,29.23,28.469999
Female,0,40,52894.01,Yes,28,Yes,Month-to-month,No,49.9,1410.25,No,0,153070.57,31,1900000,30.98,30.389999,30.34
Female,0,28,116471.43,No,10,Yes,Month-to-month,No,86.45,830.85,Yes,0,153070.57,91.720001,3960700,90.809998,91.010002,89.959999
Male,0,37,4539.38,No,38,Yes,Two year,No,20.4,743.5,No,0,153070.57,86.489998,1106900,84.150002,85.739998,84.120003
Female,0,27,142367.72,No,1,Yes,Month-to-month,Yes,45.3,45.3,Yes,0,153070.56,48.869999,673800,48.220001,48.779999,47.799999
Male,0,30,110520.48,No,67,Yes,One year,No,104.1,7040.85,Yes,0,153070.55,52.240002,1394200,51.389999,52.07,51.110001
Male,0,30,188258.49,No,52,Yes,One year,Yes,75.4,3865.45,No,0,153070.54,46.439999,23984800,11.415,11.48750025,11.39000025
Male,0,18,197322.13,Yes,62,Yes,Two year,No,108.15,6825.65,No,0,153070.53,53.080002,1427300,52.700001,52.900002,52.060001
Female,0,24,80241.14,No,16,Yes,Month-to-month,Yes,86.25,1340.1,No,0,153070.53,29.049999,1648400,28.860001,28.889999,28.67
Female,1,41,172814.99,No,5,Yes,Month-to-month,Yes,81,371.65,Yes,0,153070.51,51.619999,4251400,50.779999,51.349998,50.529999
Male,0,39,38410.74,No,12,Yes,One year,No,95.7,1184,No,0,153070.51,23.530001,10256000,11.6400005,11.6800005,11.5950005
Female,0,45,17622.82,Yes,72,Yes,Two year,Yes,116.85,8477.7,No,0,153070.49,36.959999,483100,36.830002,36.77,36.619999
Male,1,23,48021.71,No,71,Yes,One year,No,105.75,7382.85,No,0,153070.36,19.389999,19494500,19.1,19.290001,18.67
Female,0,59,88958.49,No,24,Yes,One year,No,20.15,456.85,No,18204.77,123321,20.809999,2971700,20.639999,20.809999,20.530001
Female,0,39,116343.09,No,15,Yes,Two year,No,19.6,331.6,No,13653.39,117303.69,21.620001,1394900,21.34,21.59,21.25
Male,0,33,166102.61,No,67,Yes,One year,Yes,90.6,6056.15,Yes,2504.26,150547.59,60.470001,1340000,59.419998,59.950001,59.419998
Male,0,28,104353.26,Yes,2,Yes,Month-to-month,No,60.95,134.6,No,22936.11,125559.7,27.07,459900,26.059999,26.99,25.719999
Female,0,51,115429.32,Yes,5,No,Month-to-month,No,25.05,125.5,No,824.13,149050.64,62.439999,981500,62.439999,61.939999,61.52
Female,0,37,178106.34,No,15,Yes,Month-to-month,No,88.15,1390.6,Yes,14652.59,138392.86,69.809998,7691900,68.489998,69.510002,68.209999
Male,0,41,132152.32,No,1,Yes,Month-to-month,Yes,20.2,20.2,Yes,0,153036.65,48.959999,2150800,47.860001,48.91,46.689999
Male,0,34,21521.38,Yes,41,Yes,One year,Yes,60.3,2511.3,No,0,153016.85,43.799999,405200,42.860001,43.799999,42.860001
Female,0,44,27431.62,Yes,43,Yes,Month-to-month,Yes,63.95,2737.05,No,0,152999.03,44.23,642000,44.16,43.91,43.639999
Male,1,34,42143.61,No,1,Yes,Month-to-month,No,74.3,74.3,No,12528.11,130481.56,33.09,3481100,33.09,32.900002,32.630001
Female,1,24,106457.11,No,1,Yes,Month-to-month,Yes,70.6,70.6,No,98480.01,54505.38,79.480001,3986300,73.0291571,73.85700753,71.55220508
Female,0,47,133831.37,Yes,26,Yes,Month-to-month,Yes,90.8,2361.8,Yes,10074.64,81091.4,34.119999,2010700,33.360001,34.080002,33.259998
Male,0,64,164083.72,No,22,Yes,Month-to-month,Yes,79.35,1730.35,Yes,20624,105934.66,24.93,8528300,24.190001,24.9,24.190001
Male,0,38,159207.34,No,71,Yes,Two year,No,90.55,6404,No,33572.59,112441.81,54.75,357100,54.349998,54.720001,54.299999
Male,0,39,84487.62,No,7,Yes,Two year,No,19.45,165.35,No,18141.07,105934.66,54.220001,2221300,53.790001,53.84,52.91
Female,1,27,3674.71,No,28,Yes,Month-to-month,No,64.45,1867.6,No,0,152920.07,23.290001,15574600,21.4,22.559999,21.040001
Male,1,34,12092.03,No,16,Yes,Month-to-month,No,69.65,1043.3,No,12578.68,130457.87,44.860001,5273100,44.349998,44.599998,43.98
Male,0,45,77475.73,No,7,Yes,One year,No,19.5,128.6,No,0,152867.69,18.41,8556300,18.4,18.040001,17.940001
Female,0,31,41291.73,No,69,Yes,Two year,Yes,110.5,7455.45,No,0,152867.36,16.200001,3870700,15.6,15.97,15.1
Female,0,34,343.38,Yes,1,No,Month-to-month,No,24.7,24.7,No,0,152867.36,57.07,4276400,54.619999,56.75,54.529999
Male,0,37,47432.43,No,3,Yes,Month-to-month,Yes,77.4,206.15,No,0,152867.35,14.93,2857300,14.82,14.74,14.53
Male,1,35,127827.18,No,21,Yes,Month-to-month,Yes,96.8,2030.3,Yes,0,152867.32,51.23,2841500,51.09,50.950001,50.150002
Female,0,45,35633.15,No,69,Yes,Month-to-month,Yes,85.4,5869.4,No,0,152867.3,55.360001,4095500,53.349998,55.25,53.349998
Female,0,49,182865.09,No,71,No,Two year,Yes,47.6,3377.8,No,0,152867.28,18.469999,8085300,18.469999,18.32,18.129999
Female,0,37,169386.81,Yes,69,Yes,Two year,No,19.4,1346.2,No,0,152867.27,28.1,3108200,28.01,28.09,27.75
Female,0,26,149073.88,No,48,Yes,Month-to-month,Yes,103.85,4946.05,No,12339.82,130466.82,27.690001,33600300,27.58,27.299999,27.120001
Male,0,63,184107.26,No,47,Yes,Month-to-month,Yes,83.35,4065,Yes,9999.08,142844,45.200001,1242500,45.200001,44.560001,44.48
Female,0,41,22750.17,No,2,Yes,Month-to-month,Yes,49.4,106.55,Yes,9999.08,142844,30.83,1861600,30.709999,30.299999,30.27
Male,0,38,11950.29,No,45,Yes,Month-to-month,Yes,108.45,4964.7,No,16570.75,130457.92,25.16,1736800,25.059999,24.690001,24.629999
Male,0,38,152880.07,No,51,Yes,Month-to-month,No,81,4085.75,No,15954.33,101666.93,16.9,6048700,16.299999,16.879999,16.299999
Female,0,32,175252.78,No,22,Yes,Month-to-month,Yes,79.2,1742.75,Yes,83294.48,56220,50.790001,12531000,50.200001,50.27,49.720001
Male,0,47,174303.29,No,72,Yes,Two year,No,86.65,6224.8,No,0,152807.16,46.970001,3562300,45.080002,46.889999,45.02
Male,0,50,80701.72,Yes,37,Yes,Month-to-month,Yes,92.95,3415.25,No,17756.6,126984,39.740002,27294600,19.375,19.5300005,19.125
Male,0,38,198516.2,Yes,71,Yes,Two year,No,90.35,6325.25,No,14624.33,115441.84,46.320007,1296200,20.38666933,20.48888978,20.20000089
Male,0,38,175756.36,Yes,7,Yes,Month-to-month,No,48.7,340.25,Yes,27824.28,112441.82,48.200001,2638300,48.119999,48.110001,47.759998
Female,0,29,82824.08,No,66,Yes,Two year,Yes,25.15,1683.6,No,21045.71,131668.14,54.540001,1048000,53.82,54.110001,53.549999
Male,0,35,179866.01,Yes,51,Yes,One year,Yes,76.4,3966.3,No,3071.6,112401.08,48.849998,4901600,47.82,48.630001,47.82
Female,0,44,159899.97,Yes,30,Yes,One year,No,19.55,608.5,No,12052.8,86547.75,53.52,919200,13.07499975,13.34749975,13.07499975
Female,0,33,138504.28,No,34,Yes,Month-to-month,No,85.35,2896.6,No,24554.17,117303.69,13.42,5979200,13.1,13.33,13.01
Male,0,37,127394.67,Yes,64,Yes,Two year,Yes,24.8,1514.85,No,37763.29,98396.76,14.99,4852300,14.94,14.93,14.53
Male,1,31,58961.49,No,65,Yes,One year,Yes,103.15,6792.45,No,1876.05,149044.45,16.91,1276000,16.77,16.780001,16.629999
Male,0,31,103644.98,No,47,Yes,Month-to-month,No,100.75,4669.2,No,11770.68,130505.22,28.930004,8171900,27.72771045,27.53594919,27.44965868
Female,0,28,119647.7,No,1,Yes,Month-to-month,Yes,95.6,95.6,Yes,12641.82,140003.02,25.84,10775400,25.6,25.75,25.360001
Female,0,42,28465.86,No,49,Yes,Month-to-month,Yes,59.75,2934.3,Yes,15014.6,130504.7,20.25,5196100,19.32,20.190001,19.25
Female,0,36,152979.14,Yes,67,Yes,Two year,No,94.1,6302.8,No,9768.33,142844,29.99,5780800,29.51,29.209999,28.969999
Male,0,36,190911.02,Yes,39,Yes,One year,No,19.35,779.2,No,0,152600.82,13.95,10177000,13.2,13.55,13.2
Male,0,48,95794.98,No,14,Yes,Month-to-month,No,19.9,283.75,No,17374.58,105934.73,16.42,1792000,16.040001,16.200001,15.82
Female,1,44,189742.78,No,43,Yes,Month-to-month,Yes,108.15,4600.7,Yes,83424.09,39472,31.299999,1186300,30.85,31.209999,30.639999
Male,1,45,188574.08,No,56,Yes,Month-to-month,Yes,101.05,5594,No,13947.43,130457.97,20.98,1530400,19.6,20.860001,19.370001
Female,0,40,183872.88,No,14,Yes,One year,No,59.1,772.85,No,16466.09,130457.96,33.049999,11789800,31.59,33.009998,31.59
Female,0,34,196555.32,No,1,Yes,Month-to-month,No,71.35,71.35,Yes,13428.02,139111.3,20.92,3769600,20.24,20.860001,20.07
Male,0,63,112503.24,Yes,16,Yes,One year,Yes,55.85,857.8,No,13545.13,135339.72,66.440002,5040400,33.035,32.904999,32.549999
Male,0,45,46864,Yes,70,Yes,Month-to-month,Yes,106.05,7554.05,No,9842.83,105934.68,57.959999,5747000,57.959999,57.41,57.189999
Male,1,55,65864.4,No,72,Yes,Two year,Yes,84.1,5981.65,No,20800.63,121367.4,34.990002,5854700,34.970001,34.080002,33.799999
Female,0,32,125167.92,Yes,23,Yes,Month-to-month,Yes,75.3,1702.9,No,15623.46,122810.03,9.98,2052800,9.87,9.8,9.73
Male,0,39,177519.39,Yes,21,Yes,Month-to-month,No,24.7,467.15,No,22197.35,123809.4,24.48,15241200,23.639999,24.17,23.5
Female,0,24,169653.32,No,1,Yes,Month-to-month,Yes,20.15,20.15,Yes,17761.89,131098.18,70.620003,4264400,70.010002,70.489998,69.57
Male,0,36,118372.55,Yes,1,Yes,Month-to-month,No,69.75,69.75,Yes,6238.19,78337.31,87,27841200,21.49250025,21.6900005,21.38750075
Female,1,28,16481.12,No,32,Yes,Month-to-month,Yes,93.2,2931,Yes,28174.6,112421.43,48.07,975800,48.07,47.34,47.110001
Male,0,32,138525.19,Yes,17,Yes,Month-to-month,No,80.85,1400.85,Yes,6338.48,145983.24,76.080002,2644000,18.5424995,18.9799995,18.5424995
Female,0,52,14608,No,4,No,Month-to-month,Yes,33.65,137.85,Yes,10286.65,125142.53,30.4,6299000,29.93,30.200001,29.52
Female,0,41,81548.38,No,36,Yes,One year,No,55.8,1941.5,No,10673.69,123105.02,19.049997,12077800,17.16636015,17.3217596,16.80072943
Female,0,33,69608.48,No,50,No,Two year,No,39.7,1932.75,No,10020.66,130476.67,54.040001,1126900,54.040001,53.169998,52.689999
Female,0,39,68873.8,Yes,48,No,Month-to-month,Yes,29.5,1423.05,No,2162.27,150138.06,71.099992,2012900,62.49999819,63.65941848,62.13767844
Female,0,37,81102.81,Yes,50,Yes,Two year,No,20.15,970.85,No,0,152299.22,30.68,426600,30.360001,30.389999,29.799999
Male,0,38,81054,No,72,Yes,Two year,No,79.55,5810.9,No,9763.15,130481.54,24.74,5674700,24.700001,24.389999,24.280001
Male,0,55,74149.77,Yes,10,Yes,Month-to-month,No,24.8,223.9,No,10018.7,134994.59,42.490002,1873200,42,41.5,41.439999
Female,0,70,99503.19,No,18,Yes,Month-to-month,No,19.65,391.7,No,1950,150268.75,43.700001,2772800,42.939999,43.549999,42.560001
Male,0,40,10109.47,No,1,Yes,Month-to-month,Yes,79.95,79.95,Yes,16054.24,123105.01,32.099874,25508200,30.10932871,29.76227372,29.57467592
Female,0,38,58855.85,No,1,Yes,Month-to-month,No,19.3,19.3,Yes,18588.53,123140.6,61.540001,938100,60.959999,61.16,60.639999
Male,0,37,84402.46,No,9,Yes,Month-to-month,Yes,94.05,811.65,No,15956.7,136227.01,37,5040700,36.689999,36.939999,36.470001
Male,0,43,49713.87,No,2,Yes,Month-to-month,No,90.75,174.75,No,7555.09,105934.68,46.5,3626500,46.400002,45.59,45.080002
Female,0,57,133537.53,No,40,Yes,Month-to-month,Yes,78.85,3126.85,No,9928.44,123105.01,49.610001,1755800,24.8050005,24.74,24.5599995
Male,0,40,124615.59,No,69,Yes,One year,No,99.5,6841.45,No,0,152119.52,29.43,61649000,28.120001,29.129999,27.92
Female,0,49,98090.69,No,37,Yes,One year,Yes,99.2,3754.6,Yes,0,152105.74,28.26,2639200,13.9449995,13.91,13.8100005
Male,0,33,42607.69,Yes,18,Yes,Month-to-month,Yes,80.55,1406.65,No,10984.96,130505.22,83.489998,1567300,81.730003,82.800003,81.059998
Male,1,61,192434.11,No,11,Yes,Month-to-month,Yes,70.2,834.7,No,16986.79,126984,34.119999,1406700,33.939999,34.080002,33.82
Female,0,42,60686.4,No,8,Yes,Month-to-month,Yes,85.2,627.4,Yes,12144.22,83213.1,22.569943,6181300,18.39086716,18.28489932,18.07293998
Female,0,31,49463.44,No,3,Yes,Month-to-month,No,75.25,242,Yes,17208.54,130481.54,53.75,10662700,53.720001,53.599998,53.259998
Male,0,55,81431.99,Yes,55,Yes,One year,No,59.45,3157,No,11146.56,130481.55,19.73,8256900,18.92,19.610001,18.85
Male,0,42,22909.56,No,33,Yes,Month-to-month,Yes,93.35,3092,No,8838.59,130481.5,44.639999,1420700,44.540001,44.52,43.759998
Female,0,74,65532.17,No,46,Yes,Month-to-month,No,44.95,2168.9,No,12359.74,132713.25,21.200001,1387400,20.959999,21.07,20.790001
Male,0,41,141053.85,No,34,Yes,Two year,No,26.1,980.35,No,575.73,151212.42,68.480003,2388500,66.480003,68.389999,66.080002
Female,0,48,3472.63,No,3,Yes,Month-to-month,No,20.2,65.95,No,8862.32,135316.09,55.09,912500,54.709999,54.119999,53.580002
Male,0,25,102083.78,Yes,30,Yes,Two year,No,21.25,711.9,No,12711.48,103562.93,20.84,3041700,20.799999,20.780001,20.639999
Female,0,28,1801.77,No,33,Yes,One year,No,59.4,1952.8,No,16566.23,105934.65,18.469999,5076400,18.33,18.4,18.18
Male,0,35,85185.44,Yes,45,Yes,One year,Yes,95,4368.85,No,4606.74,147138.28,24.860001,9252700,24.860001,24.639999,24.35
Male,0,33,119882.7,No,40,Yes,Month-to-month,Yes,61.9,2647.1,No,19715.72,130457.95,70.059998,27192100,69.900002,69.800003,69.419998
Female,0,54,83715.66,No,71,Yes,Two year,Yes,118.65,8477.6,No,15657.2,122405.01,35.639999,1096100,35.080002,35.599998,34.880001
Male,0,44,23425.78,No,1,Yes,Month-to-month,No,54.35,54.35,Yes,16432.53,121630.43,8.62,11880200,8.53,8.6,8.51
Female,0,31,77326.78,Yes,72,No,Two year,No,64.45,4528,No,3869,147804.03,16.9,31816300,16.809999,16.700001,16.57
Female,0,27,156150.08,Yes,22,Yes,Month-to-month,Yes,80.15,1790.65,No,10171.68,130481.51,34.810001,2452500,24.85262545,24.95327247,24.80230194
Male,0,29,108577.97,Yes,46,Yes,One year,Yes,20.2,845.6,No,7549.83,129841.16,63.700001,1683500,62.849998,63.32,62.16
Female,0,54,133573.29,Yes,55,Yes,Two year,No,21,1210.3,No,11074.92,140564,17,24716800,14.97,16.68,14.95
Male,0,30,102057.86,No,1,Yes,Month-to-month,No,20.45,20.45,No,11007.6,138927.59,17.360001,3902600,16.59,17.26,16.43
Female,0,32,47247.56,No,12,Yes,One year,Yes,75.85,854.45,No,5011.6,130505.16,30.850001,3733900,21.91702432,22.03147353,21.74534979
Male,0,25,114566.47,No,31,Yes,Month-to-month,Yes,80.45,2429.1,No,16054.21,123105,5.43,12760000,5.27,5.14,5.06
Male,0,32,184464.7,No,5,No,Month-to-month,Yes,24.95,100.4,Yes,7869.09,110223.07,40.82,960300,40.25,40.639999,40.110001
Female,0,45,151401.33,Yes,67,Yes,Two year,Yes,75.5,5229.45,No,15419.4,130418.8,212.000006,111902700,30.04285629,30.28285786,29.865715
Male,0,40,70607.1,No,1,Yes,Month-to-month,No,44.45,44.45,No,17122.26,130434.29,26.1,4277500,25.860001,26.049999,25.68
Male,0,34,147074.67,No,40,No,One year,Yes,42.35,1716.45,Yes,9203.92,130481.55,55.24995,12148600,26.27382449,26.41296697,26.23544097
Male,0,37,105780.18,Yes,41,Yes,Month-to-month,Yes,74.55,3023.55,No,9139.48,105934.64,43.060001,5069700,42.509998,42.57,42.189999
Male,0,34,109496.45,No,1,Yes,Month-to-month,Yes,75.3,75.3,Yes,11236.5,130528.83,36.970001,5429200,36.75,36.689999,36.34
Male,0,45,137739.45,No,51,Yes,One year,Yes,94.8,4837.6,Yes,14935.79,130364.78,31.51,2393100,31.200001,31.49,31
Male,0,38,105140.92,Yes,42,No,Two year,No,48.15,2032.3,No,12230.37,135660.89,31.190001,6264700,31.120001,30.84,30.52
Male,0,43,113276.46,Yes,23,Yes,One year,No,19.65,436.9,No,16777.52,105934.63,42.46,2310400,37.24319666,37.24319666,36.90957068
Female,1,32,172531.23,No,1,Yes,Month-to-month,Yes,70.55,70.55,Yes,13875.53,130505.16,68.470001,1106500,68.220001,67.68,66.739998
Female,0,44,64375.4,No,1,Yes,Month-to-month,No,20.15,20.15,No,12741.32,128872.84,26.4,4648300,25.4,26.26,25.219999
Female,0,57,28434.44,No,56,Yes,Month-to-month,Yes,106.6,5893.95,No,0,151387.6,27.219999,954100,27.219999,27.01,26.83
Male,0,18,46941.41,Yes,15,Yes,Month-to-month,Yes,91,1430.05,No,3255.22,130476.44,35.810001,3980600,35.18,35.610001,34.93
Male,0,38,29333.01,Yes,12,Yes,Two year,Yes,25.4,313,No,16459.92,127035.28,13.82,5647500,13.39,13.78,13.35
Female,0,45,193724.51,Yes,54,Yes,Two year,No,69.95,3871.85,No,0,151331.42,33.369999,5224900,33.34,32.700001,32.540001
Female,0,51,34967.75,No,7,Yes,Month-to-month,Yes,66.85,458.1,No,8836.18,130481.49,49.66,2196700,49.66,49.41,48.75
Female,0,41,55663.85,Yes,33,Yes,Month-to-month,No,86.15,2745.7,Yes,0,151312.86,39.540001,702200,39.450001,39.41,39.040001
Male,0,18,55753.12,Yes,16,Yes,Month-to-month,No,20.15,341.35,No,1031.32,149049.76,30.200001,12702600,28.629999,29.34,28.610001
Female,0,35,176962.31,Yes,21,Yes,One year,No,64.85,1336.8,No,15208.75,105934.65,31.4,592400,31.290001,31.370001,31.02
Male,1,38,181507.44,No,30,Yes,Two year,No,74.85,2181.75,No,12830.76,130481.57,22.18,391300,22.1,22.139999,22
Male,0,34,61995.57,No,3,Yes,Month-to-month,Yes,50.5,147.75,No,14331.15,136939.09,26.73,2106600,26.440001,26.48,26.26
Male,0,33,98349.13,No,11,Yes,Month-to-month,No,72.9,818.45,No,14841.8,130457.89,38.57,759000,37.66,38.389999,37.66
Female,0,49,59748.19,No,62,Yes,One year,Yes,115.05,7133.45,No,6894.91,128147.13,36.860001,2457600,9.0575,8.88500025,8.8100005
Male,0,33,159840.51,No,18,Yes,Month-to-month,No,19,348.8,No,17229.29,105934.65,31.290001,2806800,30.889999,31.209999,30.790001
Male,0,26,6656.64,Yes,6,Yes,Month-to-month,No,19.55,128.6,No,14329.85,130481.55,48.049999,734800,23.83,23.9750005,23.76
Female,0,57,37141.62,No,46,Yes,One year,Yes,101.1,4674.4,No,7697.66,130481.45,14.59,41212100,14.24,14.55,14.11
Male,0,38,37094.75,No,21,Yes,Month-to-month,Yes,84.1,1737.45,No,30338.57,117303.67,39.350002,991500,17.13777733,17.47555556,16.98666578
Male,0,57,159475.08,No,68,Yes,Two year,Yes,24.15,1498.85,No,27900.9,112416.83,70.690002,382800,70.040001,69.82,69.309998
Female,0,55,51548.14,No,1,Yes,Month-to-month,Yes,50.1,50.1,No,17170.51,127202.99,56.830002,6576000,56.07,56.77,55.639999
Female,0,36,58719.63,No,25,Yes,Month-to-month,Yes,74.6,1797.75,No,15628.38,105934.67,41.900002,1463600,41.380001,41.84,41.34
